run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.train.loss,train.train.ce,train.train.kl,train.lambda_kl,train.teacher_format_constraint,train.grad_norm,train.lr,train.active_adapter,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,hook.active_adapter,active_adapter
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,0,task1590_diplomacy_text_generation,25,4.123762941360473,3.468125,2.1854597234725954,0.3,True,7.639826891163107,0.00019999999999999998,default,0.0,0.0,0.0,0.0,0.0,0.0,1,0.13633321633321632,0.10682862888745241,0.12718288953583073,0.08070150003795763,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,1,task1713_convai3_sentence_generation,25,1.7789791822433472,1.50375,0.9174305760860443,0.3,True,6.041822728393952,0.00019999999999999998,default,0.1,0.05,0.1,0.05,0.0,0.0,2,0.2838439274561436,0.28146728056944775,0.27475360222705314,0.20963844810908844,0.0,0.05,0.05,0.05,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,2,task565_circa_answer_generation,46,2.397358103938725,1.9690896739130435,1.4275613530822422,0.3,True,8.415734086903155,0.00019999999999999996,default,0.0,0.0,0.0,0.0,0.05,0.05,3,0.14609501858301638,0.17001166328739462,0.14359492598699433,0.1492333359629262,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,3,task1730_personachat_choose_next,25,0.1734847217798233,0.1053125,0.22724072635173798,0.3,True,3.8680915463002616,0.00019999999999999998,default,0.8,0.2,0.8,0.2,0.03333333333333333,0.03333333333333333,4,0.2433232737468271,0.2532255383163186,0.23790068218755284,0.27671066519323145,0.0,0.2,0.2,0.13559322033898305,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,4,task573_air_dialogue_classification,25,0.21688681654632092,0.08899169921875,0.4263170344382525,0.3,True,5.30141713943261,0.00019999999999999998,default,1.0,0.3,1.0,0.3,0.1,0.1,5,0.33613981229433804,0.34494280864586424,0.3346654412547496,0.3623491465599413,0.0,0.3,0.3,0.21739130434782608,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,5,task294_storycommonsense_motiv_text_generation,36,2.3039070976277194,1.8999565972222223,1.3465016070339415,0.3,True,12.225642244170132,0.00019999999999999987,default,0.5833333333333334,0.2805555555555556,0.5833333333333334,0.2805555555555556,0.16,0.16,6,0.301672603570188,0.28909842917554185,0.29873702388022233,0.3165406343145566,0.0,0.2805555555555556,0.2805555555555556,0.2222222222222222,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,6,task1500_dstc3_classification,25,0.41772408843040465,0.296669921875,0.40351387828588486,0.3,True,5.975887001300897,0.00019999999999999998,default,0.7,0.2833333333333333,0.7,0.2833333333333333,0.20000000000000004,0.20000000000000004,7,0.3701395482432808,0.3637272857861093,0.36707099875563315,0.39361410016986853,0.0,0.2833333333333333,0.2833333333333333,0.23076923076923078,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,7,task1603_smcalflow_sentence_generation,25,2.5865301871299744,2.12828125,1.5274963927268983,0.3,True,6.961401367197833,0.00019999999999999998,default,0.0,0.1875,0.0,0.2604166666666667,0.24047619047619048,0.15714285714285717,8,0.28084696211945226,0.2786528879132257,0.2801901530174894,0.3463885150606653,0.0,0.1875,0.2604166666666667,0.21782178217821782,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,8,task576_curiosity_dialogs_answer_generation,25,0.08179202318191528,0.049024658203125,0.10922454625368118,0.3,True,2.269434215940416,0.00019999999999999998,default,0.5,0.30000000000000004,0.5,0.36481481481481487,0.1479166666666667,0.075,9,0.35777121384889965,0.3616997159510772,0.35674746282514863,0.41675317146093643,0.0,0.30000000000000004,0.36481481481481487,0.3063063063063063,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,9,task639_multi_woz_user_utterance_generation,25,3.4532909536361696,2.89875,1.848469738960266,0.3,True,7.069968641343848,0.00019999999999999998,default,0.0,0.22999999999999998,0.0,0.28833333333333333,0.17592592592592593,0.1111111111111111,10,0.291789380598521,0.2891963929175519,0.2842975587215671,0.34122140693762026,0.0,0.22999999999999998,0.28833333333333333,0.24793388429752067,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,10,task1714_convai3_sentence_generation,25,2.5532967185974123,2.046875,1.6880722999572755,0.3,True,10.466239404581586,0.00019999999999999998,default,0.1,0.30757575757575756,0.1,0.30757575757575756,0.07999999999999999,0.07999999999999999,11,0.34363407685378583,0.33337685586927096,0.34150374041047243,0.3478491850565527,0.0,0.30757575757575756,0.30757575757575756,0.26717557251908397,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,11,task1501_dstc3_answer_generation,25,0.38448755294084547,0.302978515625,0.27169678747653964,0.3,True,8.322950277970289,0.00019999999999999998,default,0.9,0.34861111111111115,0.9,0.3652777777777778,0.09090909090909091,0.07272727272727274,12,0.38586560188291213,0.37643783508815576,0.3826612648487878,0.3915617937092007,0.0,0.34861111111111115,0.3652777777777778,0.3191489361702128,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,12,task1729_personachat_generate_next,25,3.094128437042236,2.5571875,1.78980304479599,0.3,True,7.0905804873820895,0.00019999999999999998,default,0.0,0.19871794871794873,0.0,0.291025641025641,0.21666666666666667,0.11666666666666665,13,0.2611409346753981,0.2495168415520477,0.2578145622776177,0.3050522536597447,0.0,0.19871794871794873,0.291025641025641,0.2582781456953642,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,13,task574_air_dialogue_sentence_generation,25,2.5203165721893313,1.905,2.0510551643371584,0.3,True,6.662002134716243,0.00019999999999999998,default,0.0,0.10714285714285714,0.0,0.255952380952381,0.2833333333333334,0.12307692307692308,14,0.24091543119774814,0.23119365606708844,0.23661787228762998,0.2897534192544592,0.0,0.10714285714285714,0.255952380952381,0.22981366459627328,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,14,task848_pubmedqa_classification,25,0.42520228326320647,0.3797265625,0.15158572919666768,0.3,True,5.2951066657273715,0.00019999999999999998,default,0.6,0.2722222222222222,0.6,0.28555555555555556,0.1285714285714286,0.1142857142857143,15,0.35327021508437023,0.3451384310935668,0.3503224552945052,0.3664926597414558,0.0,0.2722222222222222,0.28555555555555556,0.2573099415204678,0,0.0,0.0,0.0,0.0,default,default
20260825_235819_v1_gold_opsd_instrdialog,baseline,gold_opsd,15,task611_mutual_multi_turn_dialogue,25,1.0844068896770478,0.73390625,1.1683353972434998,0.3,True,6.55631073066771,0.00019999999999999998,default,0.7,0.3177083333333333,0.7,0.3302083333333333,0.1,0.08666666666666668,16,0.3674507063144904,0.3529024791228768,0.3652784068085371,0.3781922165814617,0.0,0.3177083333333333,0.3302083333333333,0.2983425414364641,0,0.0,0.0,0.0,0.0,default,default
