run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.train.loss,train.grad_norm,train.lr,train.rollout_mean_tokens,train.divergence,train.beta,train.active_adapter,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,hook.active_adapter,active_adapter
20260820_172934_v1_opsd_instrdialog,baseline,opsd,0,task1590_diplomacy_text_generation,25,0.07111723780632019,0.4179811068562877,0.00019999999999999998,25.24,jsd,0.5,default,0.0,0.0,0.0,0.0,0.0,0.0,1,0.09708479510364765,0.1271529124470301,0.08070767710873389,0.0403720419932387,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,1,task1713_convai3_sentence_generation,25,0.08185185179114342,0.5432071026731652,0.00019999999999999998,10.62,jsd,0.5,default,0.0,0.0,0.0,0.0,0.0,0.0,2,0.23773614289435585,0.2746825160563551,0.21832669013798603,0.13427918010417045,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,2,task565_circa_answer_generation,46,0.10381137288135031,0.7110800527199459,0.00019999999999999996,7.791208791208791,jsd,0.5,default,0.0,0.0,0.0,0.0,0.0,0.0,3,0.08629827966417648,0.08981010898146172,0.08389731928002284,0.11489348730185807,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,3,task1730_personachat_choose_next,25,0.032027667327784004,0.3654768056981174,0.00019999999999999998,14.74,jsd,0.5,default,0.8,0.2,0.8,0.2,0.0,0.0,4,0.2528734294281852,0.25316764782971424,0.24642380159646138,0.27257199247741637,0.0,0.2,0.2,0.13559322033898305,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,4,task573_air_dialogue_classification,25,0.01082602336158743,0.22139699612049912,0.00019999999999999998,2.72,jsd,0.5,default,1.0,0.38,1.0,0.38,0.0,0.0,5,0.3626511272587461,0.35680617747517734,0.3607549878384894,0.35930810364104815,0.0,0.38,0.38,0.2753623188405797,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,5,task294_storycommonsense_motiv_text_generation,36,0.16460526744938558,1.0976870494140265,0.00019999999999999987,9.338028169014084,jsd,0.5,default,0.5833333333333334,0.4138888888888889,0.5833333333333334,0.4138888888888889,0.0,0.0,6,0.3846949710138532,0.38966072393718304,0.38156888154445445,0.3949700350698759,0.0,0.4138888888888889,0.4138888888888889,0.32098765432098764,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,6,task1500_dstc3_classification,25,0.06418877489864826,1.3773733984811969,0.00019999999999999998,6.94,jsd,0.5,default,0.9,0.4428571428571429,0.9,0.4428571428571429,0.04722222222222224,0.04722222222222224,7,0.41749654333745534,0.4248203142982511,0.4132415928842163,0.42801589132668816,0.0,0.4428571428571429,0.4428571428571429,0.3516483516483517,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,7,task1603_smcalflow_sentence_generation,25,0.0974891535937786,0.5465663575917735,0.00019999999999999998,14.52,jsd,0.5,default,0.0,0.32291666666666663,0.2,0.3583333333333334,0.1142857142857143,0.10238095238095239,8,0.3432549106655814,0.35467089057424095,0.3419303949122983,0.3636514883036057,0.0,0.32291666666666663,0.3583333333333334,0.2871287128712871,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,8,task576_curiosity_dialogs_answer_generation,25,0.020413475483655928,0.3214428423270681,0.00019999999999999998,29.06,jsd,0.5,default,0.2,0.337037037037037,0.2,0.34814814814814815,0.06875,0.08125,9,0.41415302673059623,0.4438844826866606,0.411501410604258,0.4110142296064727,0.0,0.337037037037037,0.34814814814814815,0.2882882882882883,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,9,task639_multi_woz_user_utterance_generation,25,0.12756124794483184,0.6622353204073029,0.00019999999999999998,12.72,jsd,0.5,default,0.0,0.32499999999999996,0.0,0.345,0.05925925925925926,0.05925925925925926,10,0.38385733898856117,0.394294086099091,0.37948225091259524,0.396095007377054,0.0,0.32499999999999996,0.345,0.2892561983471074,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,10,task1714_convai3_sentence_generation,25,0.14007775902748107,0.6391167015806665,0.00019999999999999998,15.86,jsd,0.5,default,0.0,0.303030303030303,0.1,0.3378787878787879,0.045000000000000005,0.03666666666666667,11,0.4030572833578019,0.40836546308186245,0.3972269980725968,0.3992599257466323,0.0,0.303030303030303,0.3378787878787879,0.2900763358778626,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,11,task1501_dstc3_answer_generation,25,0.03692925476934761,0.9886762465743274,0.00019999999999999998,2.44,jsd,0.5,default,0.9,0.3430555555555556,0.9,0.3680555555555556,0.060606060606060615,0.060606060606060615,12,0.40884331566172033,0.4120988717034081,0.4064804283906145,0.4199345138698482,0.0,0.3430555555555556,0.3680555555555556,0.3191489361702128,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,12,task1729_personachat_generate_next,25,0.09705140441656113,0.7719119324894393,0.00019999999999999998,20.16,jsd,0.5,default,0.0,0.27307692307692305,0.0,0.29615384615384616,0.10277777777777779,0.10277777777777779,13,0.3297888617792229,0.340979014952723,0.32591659819923785,0.3515233945606866,0.0,0.27307692307692305,0.29615384615384616,0.2582781456953642,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,13,task574_air_dialogue_sentence_generation,25,0.10708188325166702,0.7628287942635527,0.00019999999999999998,16.84,jsd,0.5,default,0.0,0.2178571428571429,0.0,0.23214285714285718,0.13333333333333333,0.14102564102564102,14,0.31782234564237644,0.333456281039413,0.3116850328461591,0.3233065141145891,0.0,0.2178571428571429,0.23214285714285718,0.20496894409937888,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,14,task848_pubmedqa_classification,25,0.04614825278054923,1.0684146161587476,0.00019999999999999998,2.0,jsd,0.5,default,0.6,0.1988888888888889,0.6,0.2188888888888889,0.17142857142857146,0.17142857142857146,15,0.3015378056706607,0.30265783572263594,0.2940641344421083,0.33368173620332453,0.0,0.1988888888888889,0.2188888888888889,0.19298245614035087,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,15,task611_mutual_multi_turn_dialogue,25,0.13239127736538647,1.9611967059253164,0.00019999999999999998,4.1,jsd,0.5,default,0.6,0.24062500000000003,0.6,0.259375,0.14222222222222222,0.14222222222222222,16,0.3432101659791791,0.3469617362903229,0.336098978720573,0.3762125441688231,0.0,0.24062500000000003,0.259375,0.23204419889502761,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,16,task766_craigslist_bargains_classification,25,0.05423938801977783,3.1025720934766974,0.00019999999999999998,2.28,jsd,0.5,default,1.0,0.14607843137254903,1.0,0.19313725490196076,0.28125,0.25,17,0.25286503340097566,0.26627479025990547,0.24416743447110395,0.29236544538179504,0.0,0.14607843137254903,0.19313725490196076,0.17277486910994763,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,17,task1384_deal_or_no_dialog_classification,25,0.0687544004560914,1.7381477515933046,0.00019999999999999998,2.02,jsd,0.5,default,0.7,0.2740740740740741,0.7,0.2851851851851852,0.16176470588235298,0.16764705882352943,18,0.3060619740653043,0.3018187398828192,0.30259739271755803,0.36025420266204267,0.0,0.2740740740740741,0.2851851851851852,0.25870646766169153,0,0.0,0.0,0.0,0.0,default,default
20260820_172934_v1_opsd_instrdialog,baseline,opsd,18,task1600_smcalflow_sentence_generation,25,0.11009482391178609,0.7443866136902494,0.00019999999999999998,12.52,jsd,0.5,default,0.0,0.2885964912280702,0.0,0.29912280701754385,0.1277777777777778,0.13333333333333336,19,0.36083713316923094,0.3567264654218818,0.3572615608253068,0.3851388889956088,0.0,0.2885964912280702,0.29912280701754385,0.27014218009478674,0,0.0,0.0,0.0,0.0,default,default
