run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.train.loss,train.grad_norm,train.lr,train.rollout_mean_tokens,train.divergence,train.beta,train.teacher_format_constraint,train.active_adapter,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,hook.active_adapter,active_adapter
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,0,task1549_wiqa_answer_generation_missing_step,25,0.047133729103952644,0.7115096071572201,0.00019999999999999998,6.68,jsd,0.5,True,default,0.5,0.5,0.5,0.5,0.0,0.0,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8149802624737182,0.0,0.5,0.5,0.5,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,1,task766_craigslist_bargains_classification,25,0.09516022810712457,0.613070003138409,0.00019999999999999998,2.34,jsd,0.5,True,default,0.5,0.25,0.5,0.5,0.5,0.0,2,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.6899802624737182,0.0,0.25,0.5,0.5,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,2,task1714_convai3_sentence_generation,25,0.17300772726535796,0.7527701076975187,0.00019999999999999998,20.72,jsd,0.5,True,default,0.0,0.3,0.0,0.3,0.04999999999999999,0.04999999999999999,3,0.47365703474372206,0.4674598549598549,0.46262435500515997,0.5502805654862013,0.0,0.3,0.3,0.3,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,3,task611_mutual_multi_turn_dialogue,25,0.11949001625180244,0.651815682857751,0.00019999999999999998,34.94,jsd,0.5,True,default,0.0,0.15000000000000002,0.1,0.25,0.13333333333333333,0.033333333333333326,4,0.2964739427239427,0.3592407245532246,0.2864264901764901,0.28253187706766514,0.0,0.15000000000000002,0.25,0.25,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,4,task927_yelp_negative_to_positive_style_transfer,100,0.096343382447958,0.5437646943402631,0.0001999999999999999,14.19,jsd,0.5,True,default,0.0,0.2,0.0,0.2,0.024999999999999994,0.049999999999999996,5,0.2644196621951283,0.2681528591914621,0.26140942827699964,0.3013619708847974,0.0,0.2,0.2,0.125,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,5,task1500_dstc3_classification,25,0.0678212696686387,0.6486303954052223,0.00019999999999999998,9.62,jsd,0.5,True,default,0.0,0.09999999999999999,0.4,0.16666666666666666,0.1,0.12,6,0.22859434188080416,0.29268205559872223,0.22456235952624115,0.2853953707930813,0.0,0.09999999999999999,0.16666666666666666,0.1111111111111111,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,6,task459_matres_static_classification,25,0.0204383516125381,0.14809612227107263,0.00019999999999999998,2.02,jsd,0.5,True,default,0.2,0.08571428571428573,0.2,0.15714285714285717,0.18333333333333335,0.11666666666666665,7,0.2390860268756104,0.26837172549672544,0.23480221630147724,0.32239304172738514,0.0,0.08571428571428573,0.15714285714285717,0.11,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,7,task379_agnews_topic_classification,25,0.07737841302528978,0.9915639186967385,0.00019999999999999998,2.36,jsd,0.5,True,default,0.9,0.3,0.9,0.35000000000000003,0.09999999999999999,0.05714285714285713,8,0.3395956560784422,0.33877074054881534,0.33270028044905126,0.4069862413529988,0.0,0.3,0.35000000000000003,0.2545454545454545,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,8,task1590_diplomacy_text_generation,25,0.09119318544864655,0.5322861563655448,0.00019999999999999998,23.9,jsd,0.5,True,default,0.0,0.3333333333333333,0.0,0.3333333333333333,0.012499999999999997,0.024999999999999998,9,0.3410905059950951,0.34662481631715386,0.33559027361242577,0.39635839203331263,0.0,0.3333333333333333,0.3333333333333333,0.25,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,9,task347_hybridqa_incorrect_answer_generation,25,0.18003346890211105,1.6129047936640097,0.00019999999999999998,5.16,jsd,0.5,True,default,0.0,0.27,0.0,0.27,0.044444444444444446,0.05555555555555555,10,0.3107192159388387,0.32906214158417063,0.3043030833895238,0.3640606923196156,0.0,0.27,0.27,0.2076923076923077,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,10,task639_multi_woz_user_utterance_generation,25,0.11491340413689613,0.5300792277132568,0.00019999999999999998,15.26,jsd,0.5,True,default,0.0,0.23636363636363636,0.0,0.24545454545454548,0.05,0.05,11,0.29582664741547793,0.32543579479393286,0.2905159461963663,0.3581444267056415,0.0,0.23636363636363636,0.24545454545454548,0.19285714285714287,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,11,task1360_numer_sense_multiple_choice_qa_generation,25,0.23852961808443068,2.29789479492203,0.00019999999999999998,2.02,jsd,0.5,True,default,0.6,0.26666666666666666,0.6,0.3166666666666667,0.05454545454545454,0.009090909090909092,12,0.31877346257446,0.3207340419585002,0.3142866617586844,0.43275145764320494,0.0,0.26666666666666666,0.3166666666666667,0.25333333333333335,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,12,task1151_swap_max_min,25,0.018588018082082273,0.154896753829029,0.00019999999999999998,61.06,jsd,0.5,True,default,0.0,0.27692307692307694,0.0,0.2846153846153846,0.016666666666666663,0.016666666666666666,13,0.3606791877888446,0.3601677734030675,0.3543855844477313,0.4611064661096956,0.0,0.27692307692307694,0.2846153846153846,0.23125,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,13,task301_record_question_generation,32,0.1093712680740282,0.6457567236835792,0.0001999999999999999,30.238095238095237,jsd,0.5,True,default,0.0,0.2571428571428572,0.0,0.2642857142857143,0.015384615384615384,0.015384615384615384,14,0.34413319871050785,0.3431687166019883,0.33060526537114276,0.38532858466036973,0.0,0.2571428571428572,0.2642857142857143,0.20441988950276244,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,14,task574_air_dialogue_sentence_generation,25,0.12220667451620101,0.7822186393483453,0.00019999999999999998,18.6,jsd,0.5,True,default,0.0,0.24000000000000002,0.0,0.24666666666666667,0.014285714285714285,0.014285714285714285,15,0.3381216612004192,0.3417421985425123,0.3255211776409915,0.3700633539287767,0.0,0.24000000000000002,0.24666666666666667,0.193717277486911,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,15,task1501_dstc3_answer_generation,25,0.055432587116956714,0.7306174151583396,0.00019999999999999998,2.24,jsd,0.5,True,default,0.9,0.3,0.9,0.30625,0.006666666666666667,0.006666666666666667,16,0.3792292543656171,0.3776533850625084,0.3673267662838745,0.4138174033738522,0.0,0.3,0.30625,0.24378109452736318,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,16,task1713_convai3_sentence_generation,25,0.10204249113798142,0.5271750602684885,0.00019999999999999998,10.56,jsd,0.5,True,default,0.0,0.24117647058823527,0.0,0.24705882352941178,0.05,0.05,17,0.3517348062035849,0.348495968901739,0.34249462987648027,0.3993475766027334,0.0,0.24117647058823527,0.24705882352941178,0.1990521327014218,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,17,task306_jeopardy_answer_generation_double,25,0.07422800648957491,1.0928153114658838,0.00019999999999999998,4.32,jsd,0.5,True,default,0.3,0.21666666666666667,0.4,0.2611111111111111,0.08235294117647059,0.052941176470588235,18,0.3440755551927785,0.3458308447111728,0.33476491707126294,0.3936903680061929,0.0,0.21666666666666667,0.2611111111111111,0.21266968325791855,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,18,task298_storycloze_correct_end_classification,25,0.04410523575730622,1.4288300434454988,0.00019999999999999998,2.0,jsd,0.5,True,default,0.6,0.2263157894736842,0.6,0.27894736842105267,0.09444444444444446,0.05555555555555555,19,0.3493956315789054,0.35399888265896146,0.34197573774581347,0.4066134027628978,0.0,0.2263157894736842,0.27894736842105267,0.22943722943722944,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed123_rerun,baseline,opsd,19,task1730_personachat_choose_next,25,0.04765269254334271,0.618924646595153,0.00019999999999999998,15.26,jsd,0.5,True,default,0.8,0.30500000000000005,0.8,0.3350000000000001,0.06315789473684212,0.04736842105263158,20,0.39989587618095934,0.404824159700852,0.39045139911705906,0.4307345885626653,0.0,0.30500000000000005,0.3350000000000001,0.27800829875518673,0,0.0,0.0,0.0,0.0,default,default
