run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.train.loss,train.grad_norm,train.lr,train.rollout_mean_tokens,train.divergence,train.beta,train.teacher_format_constraint,train.active_adapter,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,hook.active_adapter,active_adapter
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,0,task1590_diplomacy_text_generation,25,0.0927301898598671,0.4333794402779478,0.00019999999999999998,28.66,jsd,0.5,True,default,0.0,0.0,0.0,0.0,0.0,0.0,1,0.09624301143941943,0.10094400783255272,0.06965678720613637,0.03705323126301667,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,1,task1713_convai3_sentence_generation,25,0.11040240556001663,0.5093016385067352,0.00019999999999999998,9.44,jsd,0.5,True,default,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2815044927338787,0.2703075467703951,0.2774331166347105,0.17308385442957813,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,2,task565_circa_answer_generation,46,0.12009921564680079,0.5811457152664995,0.00019999999999999996,7.065934065934066,jsd,0.5,True,default,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,3,0.14921702116902233,0.13648155565922673,0.1452696310749702,0.16717785114925723,0.0,0.03333333333333333,0.03333333333333333,0.02040816326530612,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,3,task1730_personachat_choose_next,25,0.03686840411275625,0.5580491034182333,0.00019999999999999998,13.68,jsd,0.5,True,default,0.6,0.15,0.6,0.15,0.03333333333333333,0.03333333333333333,4,0.2141426749694341,0.21663222034476684,0.20819350412268867,0.23800644328894968,0.0,0.15,0.15,0.1016949152542373,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,4,task573_air_dialogue_classification,25,0.05950740662869066,0.6130372428987991,0.00019999999999999998,2.32,jsd,0.5,True,default,0.7,0.24,0.7,0.24,0.049999999999999996,0.049999999999999996,5,0.2823168408520436,0.2753853011727557,0.27743728600039724,0.3143133616570207,0.0,0.24,0.24,0.17391304347826086,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,5,task294_storycommonsense_motiv_text_generation,36,0.1552046595348252,0.8203503320355755,0.00019999999999999987,8.140845070422536,jsd,0.5,True,default,0.0,0.20000000000000004,0.08333333333333333,0.2138888888888889,0.059999999999999984,0.059999999999999984,6,0.27344775139452343,0.27060893469562197,0.2694466310332572,0.3207582609872167,0.0,0.20000000000000004,0.2138888888888889,0.16049382716049382,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,6,task1500_dstc3_classification,25,0.09739781133830547,0.6546738392664234,0.00019999999999999998,9.08,jsd,0.5,True,default,0.0,0.18571428571428572,0.4,0.25476190476190474,0.04999999999999999,0.04999999999999999,7,0.2979758529565793,0.36000459298693566,0.29557975281611826,0.32798652525481703,0.0,0.18571428571428572,0.25476190476190474,0.1978021978021978,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,7,task1603_smcalflow_sentence_generation,25,0.12158081069588661,0.5716160667203831,0.00019999999999999998,14.02,jsd,0.5,True,default,0.0,0.1875,0.1,0.21041666666666667,0.05714285714285715,0.07142857142857142,8,0.2748224746493317,0.27612704173489505,0.2736139599099121,0.3314848715942217,0.0,0.1875,0.21041666666666667,0.16831683168316833,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,8,task576_curiosity_dialogs_answer_generation,25,0.020918011367321014,0.23371006924471036,0.00019999999999999998,36.3,jsd,0.5,True,default,0.3,0.21111111111111114,0.3,0.24259259259259258,0.03749999999999999,0.049999999999999996,9,0.32217065146274343,0.33099907308538684,0.31828926916222955,0.35069332606470366,0.0,0.21111111111111114,0.24259259259259258,0.1981981981981982,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,9,task639_multi_woz_user_utterance_generation,25,0.10352496087551116,0.5270461652935413,0.00019999999999999998,12.96,jsd,0.5,True,default,0.0,0.17,0.0,0.19833333333333333,0.05555555555555555,0.06666666666666667,10,0.2811155735618546,0.2818335002307728,0.27850325199566683,0.32471167419429803,0.0,0.17,0.19833333333333333,0.1652892561983471,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,10,task1714_convai3_sentence_generation,25,0.1712612307071686,0.6936659414021865,0.00019999999999999998,13.44,jsd,0.5,True,default,0.0,0.17272727272727273,0.1,0.2075757575757576,0.039999999999999994,0.05,11,0.26996189073064875,0.2734729169453499,0.2657550272231279,0.3103378334727356,0.0,0.17272727272727273,0.2075757575757576,0.17557251908396945,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,11,task1501_dstc3_answer_generation,25,0.051737022288143635,1.2684619211314603,0.00019999999999999998,2.9,jsd,0.5,True,default,0.8,0.24861111111111112,0.8,0.2652777777777778,0.09090909090909091,0.09090909090909091,12,0.32178694471307084,0.3000778933983951,0.31883835665809984,0.3330910788775056,0.0,0.24861111111111112,0.2652777777777778,0.22695035460992907,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,12,task1729_personachat_generate_next,25,0.1294309240579605,0.7987469653103677,0.00019999999999999998,17.5,jsd,0.5,True,default,0.0,0.2,0.0,0.22948717948717945,0.12361111111111112,0.10833333333333332,13,0.2785782604710167,0.2795954773849873,0.2723791038486209,0.3085293174841357,0.0,0.2,0.22948717948717945,0.1986754966887417,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,13,task574_air_dialogue_sentence_generation,25,0.11397277295589447,0.6597022827698785,0.00019999999999999998,16.46,jsd,0.5,True,default,0.0,0.19999999999999998,0.0,0.22738095238095238,0.09871794871794871,0.08461538461538462,14,0.29820900073230755,0.2988141731248746,0.2901512209940113,0.3233120167550384,0.0,0.19999999999999998,0.22738095238095238,0.19875776397515527,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,14,task848_pubmedqa_classification,25,0.02956569753587246,0.42897241438854955,0.00019999999999999998,2.0,jsd,0.5,True,default,0.6,0.19333333333333333,0.6,0.21888888888888888,0.1273809523809524,0.1142857142857143,15,0.27250701794166327,0.2728750365494985,0.2673044720872474,0.32385405147485713,0.0,0.19333333333333333,0.21888888888888888,0.19298245614035087,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,15,task611_mutual_multi_turn_dialogue,25,0.06737053565680981,0.5160064193832468,0.00019999999999999998,33.6,jsd,0.5,True,default,0.0,0.13125,0.0,0.16145833333333334,0.17222222222222225,0.15333333333333332,16,0.2220463228137543,0.22799805429351577,0.21770280628038088,0.28915431179208473,0.0,0.13125,0.16145833333333334,0.143646408839779,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,16,task766_craigslist_bargains_classification,25,0.036110341665335,4.518957261982524,0.00019999999999999998,2.02,jsd,0.5,True,default,1.0,0.1941176470588235,1.0,0.2107843137254902,0.14895833333333336,0.15000000000000002,17,0.2815227163695694,0.29430188061644463,0.27734700773061044,0.33308001304466994,0.0,0.1941176470588235,0.2107843137254902,0.18848167539267016,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,17,task1384_deal_or_no_dialog_classification,25,0.05161470490740612,1.4051561073973076,0.00019999999999999998,2.06,jsd,0.5,True,default,0.7,0.12222222222222223,0.7,0.1435185185185185,0.24607843137254898,0.24117647058823527,18,0.1947494215477564,0.19275556139282632,0.19114336606724555,0.2798797910578766,0.0,0.12222222222222223,0.1435185185185185,0.12935323383084577,0,0.0,0.0,0.0,0.0,default,default
20260825_194343_v1_teacher_enhance_opsd_instrdialog,baseline,opsd,18,task1600_smcalflow_sentence_generation,25,0.10042555883526802,0.987097752223249,0.00019999999999999998,14.6,jsd,0.5,True,default,0.0,0.15263157894736842,0.0,0.18859649122807015,0.19351851851851853,0.17777777777777778,19,0.2526863160371394,0.2586439943956298,0.24538793548394183,0.3205082981692341,0.0,0.15263157894736842,0.18859649122807015,0.17061611374407584,0,0.0,0.0,0.0,0.0,default,default
