run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.train.loss,train.grad_norm,train.lr,train.rollout_mean_tokens,train.divergence,train.beta,train.teacher_format_constraint,train.active_adapter,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,hook.active_adapter,active_adapter
v1_teacher_enhance_opsd_instrdialog_seed456,baseline,opsd,0,task1590_diplomacy_text_generation,25,0.08829461514949799,0.4020841593817871,0.00019999999999999998,25.8,jsd,0.5,True,default,0.0,0.0,0.0,0.0,0.0,0.0,1,0.10305688491240836,0.1373018708158027,0.09100407869769246,0.04216363748369051,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialog_seed456,baseline,opsd,1,task1713_convai3_sentence_generation,25,0.11649454057216645,0.5046430920405452,0.00019999999999999998,9.2,jsd,0.5,True,default,0.0,0.0,0.0,0.0,0.0,0.0,2,0.26914472905953635,0.26218885732430625,0.2641844115992189,0.17693004297356305,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialog_seed456,baseline,opsd,2,task565_circa_answer_generation,46,0.11965512136078399,0.6371737367451783,0.00019999999999999996,7.6923076923076925,jsd,0.5,True,default,0.0,0.0,0.0,0.0,0.0,0.0,3,0.13097481027239333,0.13542547677886022,0.12840744813471747,0.15476216767697185,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialog_seed456,baseline,opsd,3,task1730_personachat_choose_next,25,0.03752305761910975,0.5281128308872792,0.00019999999999999998,13.72,jsd,0.5,True,default,0.7,0.175,0.7,0.175,0.0,0.0,4,0.22628572720331647,0.23977037419210895,0.2225900473256562,0.2501864401783978,0.0,0.175,0.175,0.11864406779661017,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialog_seed456,baseline,opsd,4,task573_air_dialogue_classification,25,0.06513007871806621,0.35460758437233175,0.00019999999999999998,2.26,jsd,0.5,True,default,0.6,0.13999999999999999,0.6,0.13999999999999999,0.15,0.15,5,0.22227269156034854,0.21869615934934278,0.22021830891560532,0.2815238848259335,0.0,0.13999999999999999,0.13999999999999999,0.10144927536231885,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialog_seed456,baseline,opsd,5,task294_storycommonsense_motiv_text_generation,36,0.14647359856300884,0.7207010620155782,0.00019999999999999987,7.070422535211268,jsd,0.5,True,default,0.0,0.15,0.08333333333333333,0.1638888888888889,0.07999999999999999,0.07999999999999999,6,0.23025433270702633,0.23050242315664854,0.2284384003954044,0.30078256365099576,0.0,0.15,0.1638888888888889,0.12345679012345678,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialog_seed456,baseline,opsd,6,task1500_dstc3_classification,25,0.07585762850940228,0.6655804832305655,0.00019999999999999998,10.92,jsd,0.5,True,default,0.4,0.31190476190476185,0.4,0.31190476190476185,0.016666666666666663,0.016666666666666663,7,0.3498078339308512,0.353389037258496,0.3477660160995597,0.40619690284826643,0.0,0.31190476190476185,0.31190476190476185,0.25274725274725274,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialog_seed456,baseline,opsd,7,task1603_smcalflow_sentence_generation,25,0.12122517079114914,0.5002537358213245,0.00019999999999999998,13.46,jsd,0.5,True,default,0.0,0.29791666666666666,0.0,0.29791666666666666,0.0,0.0,8,0.349729213063517,0.34695666994658503,0.34733053803117864,0.39316578358171983,0.0,0.29791666666666666,0.29791666666666666,0.24752475247524752,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialog_seed456,baseline,opsd,8,task576_curiosity_dialogs_answer_generation,25,0.026025823764503003,0.2514403678172865,0.00019999999999999998,30.64,jsd,0.5,True,default,0.1,0.22592592592592592,0.1,0.29814814814814816,0.06875,0.0125,9,0.32920791477330374,0.3497434618255053,0.3266522612060176,0.38897793980926915,0.0,0.22592592592592592,0.29814814814814816,0.25225225225225223,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialog_seed456,baseline,opsd,9,task639_multi_woz_user_utterance_generation,25,0.11186360493302346,0.5179258144762439,0.00019999999999999998,13.38,jsd,0.5,True,default,0.0,0.2483333333333333,0.0,0.2683333333333333,0.03333333333333334,0.03333333333333334,10,0.34142575564263056,0.3401225829145126,0.33834290763815045,0.3765525155087679,0.0,0.2483333333333333,0.2683333333333333,0.23140495867768596,0,0.0,0.0,0.0,0.0,default,default
