run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.mean_batch_acc,train.train.loss,train.train.answer_token_acc,train.num_total_tokens,train.num_supervised_tokens,train.grad_norm,train.lr,train.active_adapter,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,hook.active_adapter,active_adapter
20260817_213117_v0_sequential_instrdialog,baseline,sequential_lora,0,task1590_diplomacy_text_generation,25,0.0,3.459210910797119,0.34818370445557056,15798,1408,6.751587380366065,0.00019999999999999998,default,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1176183832735557,0.09965628626619338,0.1176183832735557,0.07851936536150764,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260817_213117_v0_sequential_instrdialog,baseline,sequential_lora,1,task1713_convai3_sentence_generation,25,0.0,1.5029594898223877,0.65897068700279,7512,650,4.924274635485485,0.00019999999999999998,default,0.1,0.05,0.1,0.05,0.0,0.0,2,0.28509497320386723,0.30989693313222727,0.27544735118847874,0.20245070246562857,0.0,0.05,0.05,0.05,0,0.0,0.0,0.0,0.0,default,default
20260817_213117_v0_sequential_instrdialog,baseline,sequential_lora,2,task565_circa_answer_generation,46,0.010869565217391304,1.9750121365422788,0.5317691099525803,8674,749,6.6010932748595454,0.00019999999999999996,default,0.0,0.0,0.0,0.0,0.05,0.05,3,0.1533812770362142,0.17548835840836854,0.1465987547829989,0.15358159886786407,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260817_213117_v0_sequential_instrdialog,baseline,sequential_lora,3,task1730_personachat_choose_next,25,0.56,0.1021020945161581,0.9634263949796454,15769,682,3.288884512121771,0.00019999999999999998,default,1.0,0.25,1.0,0.25,0.03333333333333333,0.03333333333333333,4,0.28754719008073754,0.29734666210108307,0.2834346574222637,0.3112291494086265,0.0,0.25,0.25,0.1694915254237288,0,0.0,0.0,0.0,0.0,default,default
20260817_213117_v0_sequential_instrdialog,baseline,sequential_lora,4,task573_air_dialogue_classification,25,0.94,0.0444611885905033,0.9773333333333334,15321,136,6.026725951998923,0.00019999999999999998,default,1.0,0.36,1.0,0.36,0.07500000000000001,0.07500000000000001,5,0.35855917256331576,0.35777388682221095,0.35216951270750974,0.37987626767654237,0.0,0.36,0.36,0.2608695652173913,0,0.0,0.0,0.0,0.0,default,default
20260817_213117_v0_sequential_instrdialog,baseline,sequential_lora,5,task294_storycommonsense_motiv_text_generation,36,0.25,1.9439008619843259,0.5474213935836743,14395,273,13.180070492983502,0.00019999999999999987,default,0.5833333333333334,0.2638888888888889,0.5833333333333334,0.2638888888888889,0.22000000000000003,0.22000000000000003,6,0.2911651226718109,0.2822462607593327,0.2842764622743785,0.31443891948371117,0.0,0.2638888888888889,0.2638888888888889,0.20987654320987653,0,0.0,0.0,0.0,0.0,default,default
20260817_213117_v0_sequential_instrdialog,baseline,sequential_lora,6,task1500_dstc3_classification,25,0.72,0.24389230343978852,0.9018571428571427,22728,148,7.6925437718971725,0.00019999999999999998,default,1.0,0.36904761904761907,1.0,0.36904761904761907,0.18333333333333335,0.18333333333333335,7,0.43282095453431696,0.4297795862113897,0.42815360059939755,0.4385672816642458,0.0,0.36904761904761907,0.36904761904761907,0.2967032967032967,0,0.0,0.0,0.0,0.0,default,default
20260817_213117_v0_sequential_instrdialog,baseline,sequential_lora,7,task1603_smcalflow_sentence_generation,25,0.0,2.0533132338523865,0.5047167822174677,5971,630,7.2762156725084335,0.00019999999999999998,default,0.1,0.2979166666666667,0.1,0.2979166666666667,0.19999999999999998,0.19999999999999998,8,0.37065569014054073,0.3737102842220398,0.367277260863671,0.4042968774162346,0.0,0.2979166666666667,0.2979166666666667,0.24752475247524752,0,0.0,0.0,0.0,0.0,default,default
20260817_213117_v0_sequential_instrdialog,baseline,sequential_lora,8,task576_curiosity_dialogs_answer_generation,25,0.64,0.03608362427912652,0.9901723629115505,10704,1542,1.5627907662935752,0.00019999999999999998,default,0.6,0.39814814814814814,0.6,0.39814814814814814,0.09999999999999999,0.09999999999999999,9,0.4457843720811821,0.45534599382122604,0.4402788819201191,0.45550084686434295,0.0,0.39814814814814814,0.39814814814814814,0.3333333333333333,0,0.0,0.0,0.0,0.0,default,default
20260817_213117_v0_sequential_instrdialog,baseline,sequential_lora,9,task639_multi_woz_user_utterance_generation,25,0.0,2.873350191116333,0.41213502535917246,5669,866,6.294327212332709,0.00019999999999999998,default,0.0,0.16833333333333333,0.0,0.16833333333333333,0.30000000000000004,0.30000000000000004,10,0.24387178927920436,0.25152260246861735,0.2356079460137164,0.28616193483440805,0.0,0.16833333333333333,0.16833333333333333,0.1487603305785124,0,0.0,0.0,0.0,0.0,default,default
20260817_213117_v0_sequential_instrdialog,baseline,sequential_lora,10,task1714_convai3_sentence_generation,25,0.06,2.102707180976868,0.511932874623455,9261,472,9.076281945876417,0.00019999999999999998,default,0.0,0.05303030303030303,0.1,0.0803030303030303,0.38,0.37,11,0.16663071311404185,0.16799961355171822,0.16185961188648856,0.19176408089025637,0.0,0.05303030303030303,0.0803030303030303,0.07633587786259542,0,0.0,0.0,0.0,0.0,default,default
