run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.train.loss,train.grad_norm,train.lr,train.rollout_mean_tokens,train.divergence,train.beta,train.active_adapter,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,hook.active_adapter,active_adapter
20260820_182823_v1_sft_opsd_instrdialogpp,baseline,opsd,0,task1549_wiqa_answer_generation_missing_step,25,0.048344533927738666,0.8562621354116073,0.00019999999999999998,6.54,jsd,0.5,default,0.5,0.5,0.5,0.5,0.0,0.0,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8149802624737182,0.0,0.5,0.5,0.5,0,0.0,0.0,0.0,0.0,default,default
20260820_182823_v1_sft_opsd_instrdialogpp,baseline,opsd,1,task766_craigslist_bargains_classification,25,0.1253128296462819,0.6692263925538152,0.00019999999999999998,2.48,jsd,0.5,default,0.5,0.25,0.5,0.5,0.5,0.0,2,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.6899802624737182,0.0,0.25,0.5,0.5,0,0.0,0.0,0.0,0.0,default,default
20260820_182823_v1_sft_opsd_instrdialogpp,baseline,opsd,2,task1714_convai3_sentence_generation,25,0.1885674253106117,0.9612905413302996,0.00019999999999999998,13.74,jsd,0.5,default,0.0,0.3,0.0,0.3,0.04999999999999999,0.04999999999999999,3,0.47920906296241694,0.48181882931882936,0.475287494334966,0.5571608633065569,0.0,0.3,0.3,0.3,0,0.0,0.0,0.0,0.0,default,default
20260820_182823_v1_sft_opsd_instrdialogpp,baseline,opsd,3,task611_mutual_multi_turn_dialogue,25,0.21732538698241113,1.7424355565938132,0.00019999999999999998,2.0,jsd,0.5,default,0.2,0.175,0.2,0.325,0.19999999999999998,0.033333333333333326,4,0.39227543290043293,0.3827809690309691,0.39227543290043293,0.5255565568555859,0.0,0.175,0.325,0.325,0,0.0,0.0,0.0,0.0,default,default
20260820_182823_v1_sft_opsd_instrdialogpp,baseline,opsd,4,task927_yelp_negative_to_positive_style_transfer,100,0.1053735202923417,0.6105374369610839,0.0001999999999999999,13.8,jsd,0.5,default,0.0,0.2,0.0,0.2,0.075,0.09999999999999998,5,0.275193377541355,0.2777933626830684,0.27093707502034653,0.3523677143579007,0.0,0.2,0.2,0.125,0,0.0,0.0,0.0,0.0,default,default
20260820_182823_v1_sft_opsd_instrdialogpp,baseline,opsd,5,task1500_dstc3_classification,25,0.0567210540920496,0.8096772797711993,0.00019999999999999998,2.84,jsd,0.5,default,0.9,0.3333333333333333,0.9,0.3333333333333333,0.039999999999999994,0.059999999999999984,6,0.35222003162618976,0.3595458444968248,0.3500239531948172,0.41857390639926684,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0,0.0,0.0,0.0,0.0,default,default
20260820_182823_v1_sft_opsd_instrdialogpp,baseline,opsd,6,task459_matres_static_classification,25,0.026101637133397162,0.29448568251492013,0.00019999999999999998,2.04,jsd,0.5,default,0.2,0.2857142857142857,0.2,0.31428571428571433,0.06666666666666667,0.04999999999999999,7,0.3291795040317203,0.34349602195190426,0.32720303344348495,0.4262218411625016,0.0,0.2857142857142857,0.31428571428571433,0.22,0,0.0,0.0,0.0,0.0,default,default
20260820_182823_v1_sft_opsd_instrdialogpp,baseline,opsd,7,task379_agnews_topic_classification,25,0.048047744242940095,0.5001789606084983,0.00019999999999999998,3.26,jsd,0.5,default,0.7,0.35,0.7,0.4375,0.11428571428571428,0.028571428571428564,8,0.3854454561133118,0.38636277863550583,0.38370808237593806,0.4741746484862329,0.0,0.35,0.4375,0.3181818181818182,0,0.0,0.0,0.0,0.0,default,default
20260820_182823_v1_sft_opsd_instrdialogpp,baseline,opsd,8,task1590_diplomacy_text_generation,25,0.09035919472575188,0.5174143153499849,0.00019999999999999998,23.9,jsd,0.5,default,0.0,0.39999999999999997,0.0,0.39999999999999997,0.04999999999999999,0.04999999999999999,9,0.38743920924520836,0.389425033278555,0.3835973964686131,0.46110509013290657,0.0,0.39999999999999997,0.39999999999999997,0.3,0,0.0,0.0,0.0,0.0,default,default
20260820_182823_v1_sft_opsd_instrdialogpp,baseline,opsd,9,task347_hybridqa_incorrect_answer_generation,25,0.15073435008525848,1.7460196812911144,0.00019999999999999998,5.86,jsd,0.5,default,0.0,0.32999999999999996,0.0,0.34,0.07777777777777777,0.06666666666666665,10,0.35116459858711774,0.35040809994429895,0.3492808204847199,0.4611671633827654,0.0,0.32999999999999996,0.34,0.26153846153846155,0,0.0,0.0,0.0,0.0,default,default
