run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.train.loss,train.train.ce,train.train.pref,train.mu,train.pref_beta,train.n_neg_templates,train.grad_norm,train.lr,train.active_adapter,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,hook.active_adapter,active_adapter
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,0,task1590_diplomacy_text_generation,25,3.80453125,3.61609375,0.6271875,0.3,1.0,3,8.655300368350215,0.00019999999999999998,default,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1201871586680199,0.08821837776946136,0.11626153883330917,0.061099255473492056,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,1,task1713_convai3_sentence_generation,25,1.57234375,1.4921875,0.265087890625,0.3,1.0,3,5.956883015659373,0.00019999999999999998,default,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2910477049670799,0.29892005655163545,0.27609129504141894,0.18601513434939,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,2,task565_circa_answer_generation,46,2.0850033967391304,2.0065811820652173,0.26204780910326086,0.3,1.0,3,7.960622785095348,0.00019999999999999996,default,0.0,0.0,0.0,0.0,0.0,0.0,3,0.13472090111186102,0.14320648006122194,0.12625000663938774,0.1582406469472543,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,3,task1730_personachat_choose_next,25,0.193251953125,0.14085479736328124,0.174560546875,0.3,1.0,3,3.8999758678915324,0.00019999999999999998,default,0.9,0.225,0.9,0.225,0.0,0.0,4,0.26935146930950293,0.26609942636468326,0.266346718088873,0.2981828205659191,0.0,0.225,0.225,0.15254237288135594,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,4,task573_air_dialogue_classification,25,0.027713241577148436,0.026488265991210937,0.00405914306640625,0.3,1.0,3,2.759022480084496,0.00019999999999999998,default,1.0,0.4,1.0,0.4,0.0,0.0,5,0.386736448552057,0.38216980842502446,0.38401048777511027,0.41780597533341285,0.0,0.4,0.4,0.2898550724637681,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,5,task294_storycommonsense_motiv_text_generation,36,1.9084752400716145,1.88081783718533,0.09113417731391059,0.3,1.0,3,13.04113416886093,0.00019999999999999987,default,0.5833333333333334,0.36388888888888893,0.5833333333333334,0.36388888888888893,0.08,0.08,6,0.3618690999097063,0.34251606878599195,0.3533448052743005,0.3861898215248152,0.0,0.36388888888888893,0.36388888888888893,0.2839506172839506,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,6,task1500_dstc3_classification,25,0.23768280029296876,0.23212898254394532,0.0182623291015625,0.3,1.0,3,10.317075244089658,0.00019999999999999998,default,0.6,0.29047619047619044,0.6,0.29047619047619044,0.19166666666666668,0.19166666666666668,7,0.32918051900357903,0.32324424499091936,0.32522582788434123,0.3896771732533985,0.0,0.29047619047619044,0.29047619047619044,0.23076923076923078,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,7,task1603_smcalflow_sentence_generation,25,2.243984375,2.1483984375,0.318876953125,0.3,1.0,3,7.7220283548722355,0.00019999999999999998,default,0.1,0.28541666666666665,0.1,0.28541666666666665,0.14285714285714285,0.14285714285714285,8,0.3267084972926895,0.32154290038604794,0.32400926496344157,0.3718645500855373,0.0,0.28541666666666665,0.28541666666666665,0.2376237623762376,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,8,task576_curiosity_dialogs_answer_generation,25,0.13934326171875,0.04222172737121582,0.32371826171875,0.3,1.0,3,2.1978511260873557,0.00019999999999999998,default,0.4,0.35370370370370374,0.4,0.35370370370370374,0.075,0.075,9,0.36663449704462137,0.36091479928594267,0.3626712430813674,0.3962668953804894,0.0,0.35370370370370374,0.35370370370370374,0.2972972972972973,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,9,task639_multi_woz_user_utterance_generation,25,3.096875,2.97359375,0.413984375,0.3,1.0,3,10.949123638343554,0.00019999999999999998,default,0.0,0.21833333333333332,0.0,0.23833333333333334,0.17777777777777778,0.15555555555555556,10,0.27004041394884143,0.2687496541224263,0.2647730435533693,0.3194451533796985,0.0,0.21833333333333332,0.23833333333333334,0.2066115702479339,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,10,task1714_convai3_sentence_generation,25,2.18162109375,2.121796875,0.19574462890625,0.3,1.0,3,9.708018184812854,0.00019999999999999998,default,0.1,0.2166666666666667,0.1,0.2348484848484849,0.15,0.13,11,0.2395494615966784,0.23295907128712645,0.23900420532623132,0.26134527742341424,0.0,0.2166666666666667,0.2348484848484849,0.20610687022900764,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,11,task1501_dstc3_answer_generation,25,0.32350067138671873,0.31691741943359375,0.0225885009765625,0.3,1.0,3,15.05574162547606,0.00019999999999999998,default,0.6,0.2236111111111111,0.6,0.23194444444444443,0.17272727272727273,0.16363636363636366,12,0.2748145890227525,0.2601267671467604,0.26994900388001175,0.3081951249229264,0.0,0.2236111111111111,0.23194444444444443,0.20567375886524822,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,12,task1729_personachat_generate_next,25,2.7425,2.66625,0.252646484375,0.3,1.0,3,7.8218920308487,0.00019999999999999998,default,0.0,0.18333333333333338,0.0,0.19871794871794873,0.18333333333333335,0.16666666666666666,13,0.23720374548939357,0.22864298161687305,0.23522393341595285,0.27898514247860806,0.0,0.18333333333333338,0.19871794871794873,0.17880794701986755,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,13,task574_air_dialogue_sentence_generation,25,2.0021875,1.95390625,0.162943115234375,0.3,1.0,3,6.807866377480435,0.00019999999999999998,default,0.0,0.09166666666666666,0.0,0.10595238095238095,0.25384615384615383,0.23846153846153845,14,0.20085659183616103,0.20453573103923184,0.19626738329168086,0.2135271653653474,0.0,0.09166666666666666,0.10595238095238095,0.09937888198757763,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,14,task848_pubmedqa_classification,25,0.363055419921875,0.360751953125,0.0081951904296875,0.3,1.0,3,6.869960594821353,0.00019999999999999998,default,0.4,0.11222222222222224,0.4,0.11222222222222224,0.23571428571428574,0.23571428571428574,15,0.2011660115262581,0.1952075139245056,0.19673455618176744,0.23081583934530875,0.0,0.11222222222222224,0.11222222222222224,0.10526315789473684,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,15,task611_mutual_multi_turn_dialogue,25,0.76119140625,0.76119140625,0.0015005111694335938,0.3,1.0,3,9.331822973263199,0.00019999999999999998,default,0.8,0.2989583333333333,0.8,0.31145833333333334,0.11333333333333334,0.1,16,0.31680227583084203,0.30845170510347636,0.31454839495650744,0.33635642929134024,0.0,0.2989583333333333,0.31145833333333334,0.281767955801105,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,16,task766_craigslist_bargains_classification,25,0.17318399429321288,0.17309420585632324,0.0006445407867431641,0.3,1.0,3,6.905825219430466,0.00019999999999999998,default,0.6,0.3107843137254902,0.6,0.32254901960784316,0.11875000000000002,0.10625000000000001,17,0.33602225967041743,0.3228750475884925,0.33395492718687253,0.3654028287633332,0.0,0.3107843137254902,0.32254901960784316,0.2931937172774869,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,17,task1384_deal_or_no_dialog_classification,25,0.209619140625,0.2089892578125,0.0027655029296875,0.3,1.0,3,5.191306923746595,0.00019999999999999998,default,0.8,0.31574074074074077,0.8,0.3268518518518519,0.13529411764705887,0.12352941176470592,18,0.33316233247254384,0.32489633110156657,0.33207100300539094,0.378511039768136,0.0,0.31574074074074077,0.3268518518518519,0.29850746268656714,0,0.0,0.0,0.0,0.0,default,default
20260826_002152_v1_neg_opsd_instrdialog,baseline,neg_opsd,18,task1600_smcalflow_sentence_generation,25,2.391875,2.33671875,0.18189453125,0.3,1.0,3,7.791533534398342,0.00019999999999999998,default,0.0,0.325438596491228,0.0,0.33596491228070174,0.10000000000000003,0.08888888888888892,19,0.38267657261253396,0.3765500938117788,0.3782493077219939,0.423765721846442,0.0,0.325438596491228,0.33596491228070174,0.3080568720379147,0,0.0,0.0,0.0,0.0,default,default
