run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.train.loss,train.grad_norm,train.lr,train.rollout_mean_tokens,train.divergence,train.beta,train.teacher_format_constraint,train.active_adapter,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,hook.active_adapter,active_adapter
v1_sft_opsd_instrdialogpp_seed123_rerun,baseline,opsd,0,task1549_wiqa_answer_generation_missing_step,25,0.048344533927738666,0.8562621354116073,0.00019999999999999998,6.54,jsd,0.5,False,default,0.5,0.5,0.5,0.5,0.0,0.0,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8149802624737182,0.0,0.5,0.5,0.5,0,0.0,0.0,0.0,0.0,default,default
v1_sft_opsd_instrdialogpp_seed123_rerun,baseline,opsd,1,task766_craigslist_bargains_classification,25,0.12600211806362493,0.6640445967724277,0.00019999999999999998,2.48,jsd,0.5,False,default,0.5,0.25,0.5,0.5,0.5,0.0,2,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.6899802624737182,0.0,0.25,0.5,0.5,0,0.0,0.0,0.0,0.0,default,default
v1_sft_opsd_instrdialogpp_seed123_rerun,baseline,opsd,2,task1714_convai3_sentence_generation,25,0.1896821066737175,0.9237913981084412,0.00019999999999999998,11.9,jsd,0.5,False,default,0.0,0.3,0.0,0.3,0.04999999999999999,0.04999999999999999,3,0.47387572962908364,0.47737438487438494,0.4699541610016327,0.5554680331736642,0.0,0.3,0.3,0.3,0,0.0,0.0,0.0,0.0,default,default
v1_sft_opsd_instrdialogpp_seed123_rerun,baseline,opsd,3,task611_mutual_multi_turn_dialogue,25,0.15558330237865448,1.315640580107414,0.00019999999999999998,17.22,jsd,0.5,False,default,0.0,0.2,0.1,0.225,0.09999999999999999,0.09999999999999999,4,0.3270458063608218,0.36948378010878014,0.3221046298902336,0.41375583088863854,0.0,0.2,0.225,0.225,0,0.0,0.0,0.0,0.0,default,default
v1_sft_opsd_instrdialogpp_seed123_rerun,baseline,opsd,4,task927_yelp_negative_to_positive_style_transfer,100,0.10246483743190765,0.6256257210383253,0.0001999999999999999,14.58,jsd,0.5,False,default,0.0,0.18,0.0,0.2,0.04999999999999999,0.04999999999999999,5,0.25843762411573246,0.2846901066662095,0.25480604516836397,0.27860102169242595,0.0,0.18,0.2,0.125,0,0.0,0.0,0.0,0.0,default,default
v1_sft_opsd_instrdialogpp_seed123_rerun,baseline,opsd,5,task1500_dstc3_classification,25,0.04839064874686301,1.2812583028561864,0.00019999999999999998,4.86,jsd,0.5,False,default,0.4,0.20000000000000004,0.6,0.30000000000000004,0.13999999999999999,0.06,6,0.3048500534483992,0.3282456631966435,0.30141940711579207,0.346619962724336,0.0,0.20000000000000004,0.30000000000000004,0.2,0,0.0,0.0,0.0,0.0,default,default
v1_sft_opsd_instrdialogpp_seed123_rerun,baseline,opsd,6,task459_matres_static_classification,25,0.0244124389346689,0.2213898697005842,0.00019999999999999998,2.0,jsd,0.5,False,default,0.2,0.21428571428571427,0.2,0.27142857142857146,0.09999999999999999,0.09999999999999999,7,0.28351277455062684,0.3036215312465312,0.27992245196998167,0.3754330083446649,0.0,0.21428571428571427,0.27142857142857146,0.19,0,0.0,0.0,0.0,0.0,default,default
v1_sft_opsd_instrdialogpp_seed123_rerun,baseline,opsd,7,task379_agnews_topic_classification,25,0.05556716005783528,0.8732909766925574,0.00019999999999999998,2.4,jsd,0.5,False,default,0.5,0.3375,0.5,0.3875,0.028571428571428564,0.028571428571428564,8,0.35766391573367917,0.368859792910595,0.35366124193688764,0.45785482363533414,0.0,0.3375,0.3875,0.2818181818181818,0,0.0,0.0,0.0,0.0,default,default
v1_sft_opsd_instrdialogpp_seed123_rerun,baseline,opsd,8,task1590_diplomacy_text_generation,25,0.09318127006292343,0.4726372970511368,0.00019999999999999998,27.04,jsd,0.5,False,default,0.0,0.32222222222222224,0.0,0.34444444444444444,0.024999999999999994,0.024999999999999994,9,0.3386618591420953,0.3408021297659455,0.331555621492496,0.42939274995794485,0.0,0.32222222222222224,0.34444444444444444,0.25833333333333336,0,0.0,0.0,0.0,0.0,default,default
v1_sft_opsd_instrdialogpp_seed123_rerun,baseline,opsd,9,task347_hybridqa_incorrect_answer_generation,25,0.15058330997824668,1.0627589874389696,0.00019999999999999998,6.14,jsd,0.5,False,default,0.0,0.30000000000000004,0.0,0.33,0.033333333333333326,0.022222222222222216,10,0.33056335275074195,0.34269522018956405,0.32520205338944264,0.44065481540644136,0.0,0.30000000000000004,0.33,0.25384615384615383,0,0.0,0.0,0.0,0.0,default,default
v1_sft_opsd_instrdialogpp_seed123_rerun,baseline,opsd,10,task639_multi_woz_user_utterance_generation,25,0.12308436125516892,0.6176398017295771,0.00019999999999999998,13.58,jsd,0.5,False,default,0.0,0.27272727272727276,0.0,0.30909090909090914,0.029999999999999992,0.019999999999999997,11,0.3116606597368306,0.3194252796505671,0.3061584780869839,0.4015661653279634,0.0,0.27272727272727276,0.30909090909090914,0.24285714285714285,0,0.0,0.0,0.0,0.0,default,default
